relationship_row_id,doc_id,region,ethnography_group,entity_a,entity_a_type,entity_b,entity_b_type,scope_coded,reasoning,supporting_quote_raw,relation_label_raw,local_term_raw,symmetry_coded,relation_type_coded,confidence,notes,extracted_at
1347,/san_silberbauer_149_sv,SouthernAfrica,san,n//odima,kin_role,n//odisa,kin_role,kinship,Text identifies the n//odima–n//odisa (cross-cousin) pair as a culturally recognized joking relationship.,"What did emerge was that all first marriages (as distinct from subsequent marriages of widowed or divorced persons) had been between boys and girls in a n//odima-n//odisa relationship, which is the terminological equivalent of cross-cousinship and, hence, placed the two in a joking relationship.",joking relationship,n//odima-n//odisa,symmetric,joking_relationship,0.9,,2026-07-06T10:25:19.449969+00:00
1348,/san_silberbauer_151_1981_sv,SouthernAfrica,san,a boy,kin_role,"babama (MB, FZH)",kin_role,kinship,Text states boy and babama are 'joking kin' prior to becoming avoidance affines.,"According to my informants, a boy would treat his babama (MB, FZH) and his ma:sa (fz, mbw) as avoidance kin as soon as he began to court their daughter, anticipating their conversion from joking kin to avoidance affines by the fact of his marrying their daughter.",joking kin,,symmetric,joking_relationship,0.9,,2026-07-06T10:25:29.476994+00:00
1349,/san_silberbauer_151_1981_sv,SouthernAfrica,san,a boy,kin_role,"ma:sa (fz, mbw)",kin_role,kinship,Text explicitly identifies boy and ma:sa as joking kin before conversion to avoidance affines.,"According to my informants, a boy would treat his babama (MB, FZH) and his ma:sa (fz, mbw) as avoidance kin as soon as he began to court their daughter, anticipating their conversion from joking kin to avoidance affines by the fact of his marrying their daughter.",joking kin,,symmetric,joking_relationship,0.9,,2026-07-06T10:25:29.476994+00:00
1350,/san_silberbauer_156_1981_sv,SouthernAfrica,san,the offending husband or wife,person,his or her joking partners,group,within_group,Text reports culturally recognized public teasing by 'joking partners' of an adulterous spouse within the band.,"An adulterous spouse is quietly told by friends to mend his or her ways, or if it can be done without precipitating marital disaster, the offending husband or wife is publicly teased by his or her joking partners.",joking partners,,unclear,joking_relationship,0.8,Document names 'joking partners' but does not specify kin roles or named corporate units; coded as within_group patterned teasing.,2026-07-06T10:25:36.175347+00:00
1351,/san_silberbauer_161_1981_sv,SouthernAfrica,san,husband,kin_role,his wife's kin group,kin_role,kinship,"Text states a culturally recognized joking/respect status of husband within wife's kin, a recurring kinship-patterned relation.","The husband comes under the tutelage of his wife's father in a dependent role, which approximates that of a child in the family. The joking/respect status of the husband within his wife's kin group is the same as hers and vice versa.",joking/respect status,,symmetric,joking_relationship,0.9,,2026-07-06T10:25:43.693438+00:00
1352,/san_silberbauer_165_sv,SouthernAfrica,san,elder brother,kin_role,younger brother,kin_role,kinship,Text states same-sex siblings' relationship includes recurrent joking and respect.,"Consistent with this vicarious authority, the relationship between same-sex siblings before the younger attains independent status is a mixture of joking and respect.",,,symmetric,joking_relationship,0.9,,2026-07-06T10:25:55.671286+00:00
1353,/san_silberbauer_165_sv,SouthernAfrica,san,elder sister,kin_role,younger sister,kin_role,kinship,Same-sex sister pairs are described as having joking alongside respect and close bonds.,"Consistent with this vicarious authority, the relationship between same-sex siblings before the younger attains independent status is a mixture of joking and respect.",,,symmetric,joking_relationship,0.9,,2026-07-06T10:25:55.671286+00:00
1354,/san_silberbauer_165_sv,SouthernAfrica,san,junior sister,kin_role,young spouses,group,kinship,"Text explicitly calls the junior sister a 'joking partner' of the young spouses, a recurring kinship role.","A junior sister, by contrast, is a joking partner of both the young spouses and spends a good deal of time with them, reinforcing the bond of same-sex siblinghood.",,,symmetric,joking_relationship,0.95,,2026-07-06T10:25:55.671286+00:00
1355,/san_silberbauer_172_1981_sv,SouthernAfrica,san,≠ xwa:,person,N/udukhwe,person,kinship,Text describes recurrent licensed criticism between classificatory brothers; joking relationship anchored in kin role.,“There are men so mean as to deny meat to a gjiba:xuma [younger brother] who has helped all day with work.” ... (≠ xwa: and N/udukhwe were classificatory brothers).,joking relationship,,symmetric,joking_relationship,0.9,,2026-07-06T10:26:03.918111+00:00
1356,/san_silberbauer_173_1981_sv,SouthernAfrica,san,joking partners,group,migrants,group,within_group,Text shows culturally patterned teasing by 'joking partners' used to publically pressure migrants within the band.,"His joking partners sniped away at him without result, but matters came to a head over some arrows he had borrowed without returning and his refusal to make any gifts of meat to the owner, contrary to custom.",joking partners,,non_symmetric,joking_relationship,0.9,Patterned teasing used instrumentally to 'ease out' offenders; migrants were the recurring targets in this example.,2026-07-06T10:26:17.414300+00:00
1357,/san_silberbauer_173_1981_sv,SouthernAfrica,san,N/udukhwe,person,classificatory elder brother,kin_role,kinship,"Verbal duel context describes interaction with a classificatory elder brother, indicating a patterned kin-role verbal relationship.",N/udukhwe had shown restraint toward his classificatory elder brother by addressing his complaint to a third party and avoiding direct confrontation.,,,non_symmetric,joking_relationship,0.6,"Passage implies recurrent, role-based verbal duel behavior between classificatory siblings; example involves a named person.",2026-07-06T10:26:17.414300+00:00
1358,/san_silberbauer_180_1981_sv,SouthernAfrica,san,visiting band,group,home band,group,within_group,Text reports recurrent joking partners across band boundaries within band alliances.,"Having numerical superiority and also a generally “pushing” manner, they dominated the home band after a few weeks. The remarks of joking partners across band boundaries became more and more pointed, cooperative ventures virtually ceased, and games, dances, and discussion increasingly became one-band occasions.",,,mixed,joking_relationship,0.9,Extracted as band-level joking partnership within the same society's inter-band alliances; visitors vs. home band roles implied.,2026-07-06T10:26:25.810918+00:00
1359,/san_silberbauer_236_1981_sv,SouthernAfrica,san,joking relative,kin_role,avoidance relatives,kin_role,kinship,Text contrasts culturally recognized 'joking' vs 'avoidance' kin with different borrowing liberties.,"Avoidance relatives may borrow “general use” artifacts after asking permission, but a joking relative may borrow without the formality of a request.",licensed liberties / borrowing without formality,,unclear,joking_relationship,0.9,The passage frames 'joking relative' as an institutionalized kin role contrasted with 'avoidance relatives' regarding permitted familiar behavior.,2026-07-06T10:26:33.327333+00:00
1360,/san_silberbauer_238_1981_sv,SouthernAfrica,san,joking relatives,kin_role,joking relatives,kin_role,kinship,"Text describes recurring, obligated teasing/gifting between 'joking relatives' as a cultural institution tied to kin roles.","Joking relatives are obliged to grant each others' requests for goods and services and to give these priority over normal (i.e., other) exchange obligations.",joking relatives,,symmetric,joking_relationship,0.9,,2026-07-06T10:26:42.119310+00:00
1361,/san_silberbauer_254_1981_sv,SouthernAfrica,san,initiation mates,age_set,joking partners,group,within_group,"Text explicitly links initiation mates with a recurrent circle of joking partners, a culturally patterned exchange network.","This, then, is comparable with the generalized-balanced reciprocity that occurs in the circle of initiation mates, joking partners, and others.","circle of initiation mates, joking partners",,symmetric,joking_relationship,0.8,,2026-07-06T10:26:54.008935+00:00
1362,/san_silberbauer_296_1981_sv,SouthernAfrica,san,joking relatives,kin_role,joking partners,kin_role,kinship,"Text describes culturally patterned, recurrent teasing between kin-role 'joking relatives' as 'joking partners'.","In this context joking relatives function as feedback loops that provide an individual with information about others' reactions to his behavior, reducing randomness both in his behavior and his anticipation of its social consequences. The exchanges of joking partners include opportunity for making amends and for extending forgiveness, which, because it is a public performance, gives emotional comfort not only to the partners but to the whole band as well.",joking partners / joking relatives,,symmetric,joking_relationship,0.6,Document uses general kin-role categories rather than naming specific lineages or villages; coded as kinship-level institutionalized joking.,2026-07-06T10:27:03.131510+00:00
1363,/san_silberbauer_302_1981_sv,SouthernAfrica,san,one woman,kin_role,the husband of another,kin_role,kinship,"Text contrasts restricted speech toward another man's wife with greater freedom toward her husband, indicating institutionalized liberties.","Although I must be circumspect in my communicative behavior toward another man's wife, I am allowed considerable freedom when talking to her husband.",,,non_symmetric,joking_relationship,0.6,Document frames differential licensed liberties tied to kinship roles (restrained toward another's wife; freer with her husband).,2026-07-06T10:27:12.260191+00:00
1364,/san_silberbauer_310_1972_sv,SouthernAfrica,san,kin,kin_role,kin (permitted playmates),kin_role,kinship,Text states kin relationships are categorized into joking (ho:khwudi) allowing 'play' between kin.,"Relationships between kin are categorized as either joking (ho:khwudi) or avoidance (gjiukxekxu), and an individual distinguishes between those of his kin whom he should !ao (fear, respect) and those with whom he may “play.”",joking (ho:khwudi),ho:khwudi,unclear,joking_relationship,0.8,"Document gives a categorical institutionalized joking relationship among kin but does not specify particular kin roles (e.g., mother's brother, cross-cousin).",2026-07-06T10:27:19.336321+00:00
1365,/san_silberbauer_311_1972_sv,SouthernAfrica,san,ego,person,cross-cousins,kin_role,kinship,Text explicitly states cross-cousins are in the joking category with ego.,"There are some situations in which it does not operate, for example, both cross-cousins and their parents are in the joking category, but this is changed if ego marries his cross-cousin, in which case the latter's parents are transferred to the avoidance category.",joking category,,symmetric,joking_relationship,0.95,,2026-07-06T10:27:30.468749+00:00
1366,/san_silberbauer_311_1972_sv,SouthernAfrica,san,cross-cousins,kin_role,their parents,kin_role,kinship,Author states cross-cousins and their parents are both in the joking category (unless marriage alters it).,"There are some situations in which it does not operate, for example, both cross-cousins and their parents are in the joking category, but this is changed if ego marries his cross-cousin, in which case the latter's parents are transferred to the avoidance category.",joking category,,symmetric,joking_relationship,0.9,Text implies a culturally recognized joking tie between cross-cousins and the parents of those cross-cousins; marriage can convert parents to avoidance.,2026-07-06T10:27:30.468749+00:00
1367,/san_silberbauer_312_1972_sv,SouthernAfrica,san,ba:bama,kin_role,ego,kin_role,kinship,Text lists ba:bama among kin ‘in the joking category’ implying recurrent joking with ego; kinship-based.,"The following kin are in the joking category: 
ba:bama (patri- or matrilateral grandfather, spouse's grandfathers, FSiH, MBr)",joking category,ba:bama,symmetric,joking_relationship,0.9,,2026-07-06T10:27:44.314594+00:00
1368,/san_silberbauer_312_1972_sv,SouthernAfrica,san,ma:masa or ma:sa,kin_role,ego,kin_role,kinship,Listed as female counterpart in joking category with ego; recurrent kin-role joking.,"The following kin are in the joking category: 
ma:masa or ma:sa (female counterpart of ba:bama, including FSi, MBrW)",joking category,ma:masa or ma:sa,symmetric,joking_relationship,0.9,,2026-07-06T10:27:44.314594+00:00
1369,/san_silberbauer_312_1972_sv,SouthernAfrica,san,n//odima or n//odisa,kin_role,ego,kin_role,kinship,"Grandchildren listed as joking category, indicating patterned joking relation with ego generation.","The following kin are in the joking category: 
n//odima or n//odisa (grandchildren, the generation after g/wâ)",joking category,n//odima or n//odisa,symmetric,joking_relationship,0.9,,2026-07-06T10:27:44.314594+00:00
1370,/san_silberbauer_312_1972_sv,SouthernAfrica,san,g/wauma,kin_role,ego,kin_role,kinship,"g/wauma (WsiH) explicitly listed under joking kin, indicating institutionalized joking with ego.","The following kin are in the joking category: 
g/wauma (WsiH)",joking category,g/wauma,symmetric,joking_relationship,0.9,,2026-07-06T10:27:44.314594+00:00
1371,/san_silberbauer_312_1972_sv,SouthernAfrica,san,g/wausa,kin_role,ego,kin_role,kinship,"g/wausa (WSi, BrW) listed among joking kin, showing recurrent teasing role relative to ego.","The following kin are in the joking category: 
g/wausa (WSi, BrW)",joking category,g/wausa,symmetric,joking_relationship,0.9,,2026-07-06T10:27:44.314594+00:00
1372,/san_silberbauer_312_1972_sv,SouthernAfrica,san,siblings (same sex),kin_role,siblings (same sex),kin_role,kinship,Sentence states siblings of same sex are joking partners — a patterned kinship-based joking relation.,"Siblings, whether own or classificatory, are avoidance kin if of opposite sex and joking partners if of same sex.",joking partners,,symmetric,joking_relationship,0.95,,2026-07-06T10:27:44.314594+00:00
1373,/san_silberbauer_318_1972_sv,SouthernAfrica,san,band members,group,his joking partners,group,within_group,"Text describes recurrent, culturally used teasing by band members to correct offenders within the band.","If the expression of a band's decision against him does not mend an offender's ways and he is impenitent in the face of the barbed comments of his joking partners, he will eventually be eased out of the band by means of a public conspiracy to keep him on the wrong foot.",joking partners,,non_symmetric,joking_relationship,0.8,Document frames teasing as an institutional corrective practice by band members toward an offender.,2026-07-06T10:27:55.639609+00:00
1374,/san_silberbauer_326_1972_sv,SouthernAfrica,san,ho:khwudi,kin_role,kin,kin_role,kinship,Document gives local term for an institutionalized joking relation tied specifically to kin.,ho:khwudi:joking relation between kin,joking relation,ho:khwudi,unclear,joking_relationship,0.6,"Text names the institution but does not specify which kin roles (e.g. mother's brother, cross-cousins) participate.",2026-07-06T10:28:03.398289+00:00
1375,/san_silberbauer_65_sv,SouthernAfrica,san,a young man,kin_role,a girl,kin_role,kinship,Text states young man and girl who are joking partners are culturally recognized potential marriage partners.,A young man and a girl who are joking partners and of the appropriate ages are considered potential marriage partners.,joking partners,,symmetric,joking_relationship,0.9,,2026-07-06T10:28:31.454029+00:00
1376,/san_silberbauer_65_sv,SouthernAfrica,san,A's parents,kin_role,B,kin_role,kinship,Text prescribes that the parents (proximate generation) of a joking partner A are placed in avoidance vis-à-vis B.,"if A is B's joking partner, than A's children and parents (i.e. his two proximate generations) will be in the avoidance category vis-a-vis B, while the grandparents and grandchildren will be in the joking category.",avoidance category,,symmetric,avoidance,0.95,,2026-07-06T10:28:31.454029+00:00
1377,/san_silberbauer_65_sv,SouthernAfrica,san,A's children,kin_role,B,kin_role,kinship,Text prescribes that the children (proximate generation) of a joking partner A are placed in avoidance vis-à-vis B.,"if A is B's joking partner, than A's children and parents (i.e. his two proximate generations) will be in the avoidance category vis-a-vis B, while the grandparents and grandchildren will be in the joking category.",avoidance category,,symmetric,avoidance,0.95,,2026-07-06T10:28:31.454029+00:00
1378,/san_silberbauer_65_sv,SouthernAfrica,san,A's grandparents,kin_role,B,kin_role,kinship,Text states grandparents of A are in the joking category with B (alternation of generations).,"if A is B's joking partner, than A's children and parents (i.e. his two proximate generations) will be in the avoidance category vis-a-vis B, while the grandparents and grandchildren will be in the joking category.",joking category,,symmetric,joking_relationship,0.95,,2026-07-06T10:28:31.454029+00:00
1379,/san_silberbauer_65_sv,SouthernAfrica,san,A's grandchildren,kin_role,B,kin_role,kinship,Text states grandchildren of A are in the joking category with B (alternation of generations).,"if A is B's joking partner, than A's children and parents (i.e. his two proximate generations) will be in the avoidance category vis-a-vis B, while the grandparents and grandchildren will be in the joking category.",joking category,,symmetric,joking_relationship,0.95,,2026-07-06T10:28:31.454029+00:00
1380,/san_silberbauer_65_sv,SouthernAfrica,san,all kin,group,joking or avoidance categories,group,kinship,Text defines kin as being classified into joking or avoidance categories as a reciprocal institutional system.,"All kin are in either the joking or the avoidance categories and the behaviour is reciprocal, i.e. if I am in a cousin's joking category, he is also in mine.",joking vs avoidance classification,,symmetric,joking_relationship,0.85,Represents the general institution of joking/avoidance across kin rather than a specific pair.,2026-07-06T10:28:31.454029+00:00
1381,/san_silberbauer_67_sv,SouthernAfrica,san,joking partners,kin_role,opposite sexes (potential marriageable),kin_role,kinship,Text describes culturally sanctioned 'joking partners' ties between kin/sex categories tied to marriageability.,"It has been mentioned that joking partners of opposite sexes, if of appropriate ages, are considered to be potentially marriageable. The intimate relationships permitted between them give them a good opportunity68 to get to know each other, and for others to judge their suitability to each other, before marrying.",joking partners,,symmetric,joking_relationship,0.6,Document does not name specific kin categories; coder treated 'joking partners' as a kin-role institution involving opposite-sex pairs.,2026-07-06T10:28:38.879326+00:00
1382,/san_silberbauer_68_sv,SouthernAfrica,san,Grandparents,kin_role,Grandchildren,kin_role,kinship,Text states alternate generations are institutionalized joking partners (grandparents with grandchildren).,"It is a feature of many cultures that a specially friendly or affectionate relationship exists between alternate generations. Among the G/wi, where Regulation Of Marriage these are joking partners, this serves the useful purpose of allowing the grandparents to act as a counterweight to the perhaps somewhat austere authority of the parents and also to explain the parents' point of view to the children on a more friendly basis.",joking partners,,symmetric,joking_relationship,0.9,,2026-07-06T10:28:44.378712+00:00
1383,/san_sugawara_187_1988_sv,SouthernAfrica,san,siblings-in-law of the opposite sex,kin_role,siblings-in-law of the opposite sex,kin_role,kinship,Text describes recurrent joking/contact (giba-ku) specifically between opposite-sex siblings-in-law.,"The typical pattern of giba-ku is frequently observed between the residents of the same sex in very affinitive relationships with each other. In the context of visiting, the most interesting is the giba-ku interaction between siblings-in-law of the opposite sex.",joking relationship,giba-ku,symmetric,joking_relationship,0.9,,2026-07-06T10:29:22.483150+00:00
1384,/san_sugawara_187_1988_sv,SouthernAfrica,san,adolescent or pubescent boys (residents),age_set,adolescent or pubescent boys (visitors),age_set,within_group,Play-fighting //gaikari-ku between adolescent boys is a recurrent joking relation across resident–visitor boundaries.,"The third type of bodily contact occurs in a distinctive pattern of interaction called //gaikari-ku. Typically, //gaikari-ku means the play fighting between adolescent or pubescent boys which is performed in a way similar to a boxing match, but the verbal exchange of jokes or quasi abuse is also referred to by the same term.",play fighting / joking relation,//gaikari-ku,symmetric,joking_relationship,0.9,,2026-07-06T10:29:22.483150+00:00
1385,/san_sugawara_200_1988_sv,SouthernAfrica,san,adolescent boy,age_set,adult man,age_set,within_group,Greeting by an adolescent to an adult is culturally treated as banter; age roles pattern joking.,"Then an adolescent boy (Tabu:ka) who was lying near the open-air fire called jokingly to Hxara:, “≠Kai, Hxara:be”. Immediately, Hxara: approached and shook Tabu:ka roughly and even attempting to step on his head. Tabu:ka rolled about on the sand. crying “Stop it! Hxara:!” ... In spite of the violent way in which Hxara: treated Tabu:ka, both of them remained smiling.",banter,,symmetric,joking_relationship,0.85,,2026-07-06T10:29:36.014444+00:00
1386,/san_sugawara_200_1988_sv,SouthernAfrica,san,newcomer woman,group,attendant visitor,group,within_group,Mock blows and physical teasing followed a 'superfluous' greeting between women who share close ties; patterned social practice.,"After she sat down at a distance of 1 m from one of the resident women, she exchanged greeting with 3 older residents, one after another. And then, she called to !kaoba, “≠Kai”. Immediately, !kaoba stood up and approached kju:, sitting in face-to-face proximity to her. These two women exchanged mock blows with each other, laughing cheerfully.",mock blows / banter,,symmetric,joking_relationship,0.8,,2026-07-06T10:29:36.014444+00:00
1387,/san_sugawara_25_1984_sv,SouthernAfrica,san,ego,kin_role,adjacent generation,kin_role,kinship,Text states avoidance relationship applies to adjacent generation (kinship-based prohibition).,"1) Avoidance relationship is applied to the adjacent generation, except for mother's brother, father's sister, and their spouses.",,,symmetric,avoidance,0.95,,2026-07-06T10:30:01.307983+00:00
1388,/san_sugawara_25_1984_sv,SouthernAfrica,san,ego,kin_role,mother's brother,kin_role,kinship,"Mother's brother is explicitly excepted from avoidance, implying a distinct joking/ non-avoidance tie.","1) Avoidance relationship is applied to the adjacent generation, except for mother's brother, father's sister, and their spouses.",,,symmetric,joking_relationship,0.85,Text treats mother's brother as exception to avoidance and thus part of joking/allowed familiarity.,2026-07-06T10:30:01.307983+00:00
1389,/san_sugawara_25_1984_sv,SouthernAfrica,san,ego,kin_role,father's sister,kin_role,kinship,Father's sister is excepted from avoidance indicating a joking/allowed tie.,"1) Avoidance relationship is applied to the adjacent generation, except for mother's brother, father's sister, and their spouses.",,,symmetric,joking_relationship,0.85,,2026-07-06T10:30:01.307983+00:00
1390,/san_sugawara_25_1984_sv,SouthernAfrica,san,ego,kin_role,their spouses,kin_role,kinship,Spouses of the excepted relatives are also excepted from avoidance — culturally patterned privileged familiarity.,"1) Avoidance relationship is applied to the adjacent generation, except for mother's brother, father's sister, and their spouses.",,,symmetric,joking_relationship,0.8,Entity name 'their spouses' copied exactly from text; refers to spouses of the excepted kin.,2026-07-06T10:30:01.307983+00:00
1391,/san_sugawara_25_1984_sv,SouthernAfrica,san,ego,kin_role,same generation,kin_role,kinship,Text explicitly assigns joking relationship to same-generation kin (kinship-based institution).,"2) Joking relationship is applied to the same generation, except siblings of the opposite sex, parallel cousin of the opposite sex, and their spouses.",,,symmetric,joking_relationship,0.95,,2026-07-06T10:30:01.307983+00:00
1392,/san_sugawara_25_1984_sv,SouthernAfrica,san,ego,kin_role,siblings of the opposite sex,kin_role,kinship,"Opposite-sex siblings are explicitly excluded from same-generation joking, indicating a different relationship (avoidance).","2) Joking relationship is applied to the same generation, except siblings of the opposite sex, parallel cousin of the opposite sex, and their spouses.",,,symmetric,avoidance,0.9,,2026-07-06T10:30:01.307983+00:00
1393,/san_sugawara_25_1984_sv,SouthernAfrica,san,ego,kin_role,parallel cousin of the opposite sex,kin_role,kinship,Parallel cousins of opposite sex are excepted from joking; text frames this as a patterned kin-role exclusion.,"2) Joking relationship is applied to the same generation, except siblings of the opposite sex, parallel cousin of the opposite sex, and their spouses.",,,symmetric,avoidance,0.9,,2026-07-06T10:30:01.307983+00:00
1394,/san_sugawara_25_1984_sv,SouthernAfrica,san,ego,kin_role,their spouses,kin_role,kinship,Spouses of excluded same-generation relatives are also excluded from joking (explicitly listed).,"2) Joking relationship is applied to the same generation, except siblings of the opposite sex, parallel cousin of the opposite sex, and their spouses.",,,symmetric,avoidance,0.8,This refers to spouses of the excluded categories in same generation.,2026-07-06T10:30:01.307983+00:00
1395,/san_sugawara_25_1984_sv,SouthernAfrica,san,ego,kin_role,alternate generations,kin_role,kinship,Author states joking relationship is applied to alternate generations — institutionalized cross-generational joking.,3) Joking relationship is applied to the persons belonging to the alternate generations.,,,symmetric,joking_relationship,0.95,,2026-07-06T10:30:01.307983+00:00
1396,/san_sugawara_26_1984_sv,SouthernAfrica,san,uncle/aunt in 'cross' position,kin_role,nephew/niece,kin_role,kinship,Text states the joking relationship principle applies between cross-position uncles/aunts and nephews/nieces.,"This high frequency of dyads in proximity might be due to the fact that all of these relations between uncle/aunt and nephew/niece are ‘cross’ relations (i.e., relations between ego and ego's mother's brother or ego's father's sister). In other words, the principle that the joking relationship is to be applied to the uncle or aunt in ‘cross’ position, though they are belonging to the adjacent generation to ego's, may be reflected in the above result.",joking relationship,,symmetric,joking_relationship,0.9,,2026-07-06T10:30:06.793923+00:00
1397,/san_sugawara_29_1984_sv,SouthernAfrica,san,parent-in-law,kin_role,child-in-law,kin_role,kinship,Text states physical contact is strongly avoided between parent-in-law and child-in-law—an institutionalized kin-role avoidance.,"Although the parent-in-law and child-in-law are very often in proximity with each other, physical contact is strongly avoided between them.",,,symmetric,avoidance,0.9,,2026-07-06T10:30:31.205259+00:00
1398,/san_sugawara_29_1984_sv,SouthernAfrica,san,siblings of the opposite sex,kin_role,each other,kin_role,kinship,Author reports contact is far less frequent between opposite-sex siblings—patterned avoidance based on kin role/sex.,"In summary in comparing close consanguineous or affinal relations, it is evident that contact is far less frequent between the siblings of the opposite sex than between those of the same sex.",,,symmetric,avoidance,0.85,,2026-07-06T10:30:31.205259+00:00
1399,/san_sugawara_29_1984_sv,SouthernAfrica,san,"siblings-in-law (i.e., ego and ego's sibling's spouses or spouse's sibling)",kin_role,each other,kin_role,kinship,Text explicitly groups siblings-in-law and notes reduced contact—an institutionalized avoidance relation among affinal kin.,"This is also true for the relations between siblings-in-law (i.e., ego and ego's sibling's spouses or spouse's sibling).",,,symmetric,avoidance,0.8,,2026-07-06T10:30:31.205259+00:00
1400,/san_sugawara_29_1984_sv,SouthernAfrica,san,persons of an adjacent upper generation,kin_role,persons of alternate generations,kin_role,kinship,Text contrasts required 'reserved' behavior toward adjacent upper generation with 'relaxed' behavior toward alternate generations—institutionalized generational interaction norms.,"Generally, it has been accepted that the joking-avoidance relationship is closely related to both sex and generation. Namely, ‘reserved’ or ‘respectful’ behavior is required toward the persons of an adjacent upper generation, while relaxed behavior is tolerated toward those of alternate generations.",joking-avoidance relationship,,mixed,unclear,0.75,Contrast encodes both avoidance (adjacent upper) and relaxed/joking (alternate); relation_type set to unclear because sentence frames both behaviors.,2026-07-06T10:30:31.205259+00:00
1401,/san_sugawara_29_1984_sv,SouthernAfrica,san,males and females belonging to genealogically the same generation,kin_role,each other,kin_role,kinship,Statistical result shows contact is avoided between males and females of same genealogical generation—institutionalized kin/generation rule.,"Only for male-female dyads, are significant chi-square values obtained from the distributions of number of dyads in contact among both of the genealogical and biological generation categories. Namely, contact is apt to be avoided between males and females belonging to genealogically the same generation (X2=4.8153, p&0.05, df=1).",,,symmetric,avoidance,0.9,,2026-07-06T10:30:31.205259+00:00
1402,/san_sugawara_29_1984_sv,SouthernAfrica,san,males and females belonging to biologically alternate generations,kin_role,each other,kin_role,kinship,Text reports contact frequently occurs between males and females of biologically alternate generations—patterned relaxed/joking interaction.,"At the same time, contact tends to frequently occur between males and females belonging to biologically alternate generations (X2=7.3516, p&0.01, df=1).",,,symmetric,joking_relationship,0.85,,2026-07-06T10:30:31.205259+00:00
1403,/san_sugawara_31_1984_sv,SouthernAfrica,san,CH-6,person,KR-12,person,within_group,Text explicitly labels CH-6–KR-12 interaction as a 'joking relation' between non-consanguine males.,Especially the relations between CH-6 and these 2 adolescent males very properly fall under the concept of the ‘joking relation’.,joking relation,,mixed,joking_relationship,0.9,Recorded episodes show playful physical teasing initiated by KR-12 and reciprocal tolerant response by CH-6.,2026-07-06T10:30:40.890567+00:00
1404,/san_sugawara_31_1984_sv,SouthernAfrica,san,CH-6,person,HO-13,person,within_group,Ethnographer describes CH-6–HO-13 interactions as part of the recurring 'joking relation'.,Especially the relations between CH-6 and these 2 adolescent males very properly fall under the concept of the ‘joking relation’.,joking relation,,mixed,joking_relationship,0.9,Recorded incidents include CH-6 fumbling HO-13's belly and related playful behavior.,2026-07-06T10:30:40.890567+00:00
1405,/san_tanaka_105_sv,SouthernAfrica,san,babam and masi (grandparents),kin_role,n!odim and n!odisi (grandchildren),kin_role,kinship,Text explicitly places grandparents and grandchildren in the joking category; recurrent kin-role pattern.,"Grandparents (babam and masi) and grandchildren (n!odim and n!odisi), separated from ego by one generation, enter into the joking category.",joking category,,symmetric,joking_relationship,0.95,,2026-07-06T10:31:02.229191+00:00
1406,/san_tanaka_105_sv,SouthernAfrica,san,same-sex siblings (for a male ego: brothers kiyaxom and dabaxom),kin_role,ego,kin_role,kinship,Author states same-sex siblings (brothers for male ego) are held in a joking relationship with ego.,"Siblings are divided according to sex; for a male ego, his brothers (kiyaxom and dabaxom) are held in a joking relationship and his sisters (kiyaxosi and dabaxosi) in an avoidance relationship.",joking relationship,,symmetric,joking_relationship,0.9,Phrase framed from perspective of male ego; applies similarly for same-sex siblings of other egos.,2026-07-06T10:31:02.229191+00:00
1407,/san_tanaka_105_sv,SouthernAfrica,san,parents' opposite-sex siblings (those called by the terms for grandparents),kin_role,ego,kin_role,kinship,Text explicitly lists parents' opposite-sex siblings among joking-category kin relative to ego.,"A parent's opposite-sex siblings (those called by the terms for grandparents) and one's cross cousins (those called by the terms for grandchildren) are in the joking category,",joking category,,symmetric,joking_relationship,0.9,,2026-07-06T10:31:02.229191+00:00
1408,/san_tanaka_105_sv,SouthernAfrica,san,opposite-sex cross cousins (those called by the terms for grandchildren),kin_role,ego,kin_role,kinship,Author explicitly places opposite-sex cross cousins in joking category with ego.,"A parent's opposite-sex siblings (those called by the terms for grandparents) and one's cross cousins (those called by the terms for grandchildren) are in the joking category,",joking category,,symmetric,joking_relationship,0.9,,2026-07-06T10:31:02.229191+00:00
1409,/san_tanaka_105_sv,SouthernAfrica,san,ego,kin_role,"ego's grandparents, same-sex siblings, opposite-sex cross cousins, and parents' opposite-sex siblings",kin_role,kinship,Passage summarizes recurrent free relations (joking) between ego and these specific kin categories.,"Within the joking category, particularly free relations hold between ego and ego's grandparents, same-sex siblings, opposite-sex cross cousins, and parents' opposite-sex siblings, to the extent that they may exchange gossip and criticism about others, tell sexual stories, play pranks on each other, and so on.",,,symmetric,joking_relationship,0.9,Composite assertion grouping multiple explicitly listed joking kin relations described together in the text.,2026-07-06T10:31:02.229191+00:00
1410,/san_wiessner_106_1994_sv,SouthernAfrica,san,nuclear family,kin_role,collaterals,kin_role,kinship,Text states kin terms assign joking or respect between nuclear family and collaterals as culturally patterned.,"Standard !Kung kinship terms are structured by relative age and generation, and each term carries with it a relationship of joking or respect that delimits eligibility for marriage and a range of permitted behavior.",relationship of joking or respect,,symmetric,joking_relationship,0.8,,2026-07-06T10:31:27.014320+00:00
